SAAM Person,URI in SAAM,URI in DBPedia,URI found by karma,matched, ,No.1,No.2,No.3,No.4,No.5 ,,,
http://americanart.si.edu/saam/Person_7261,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7261,,http://dbpedia.org/resource/Amy_Gardner,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Ann Gardner | Amy Gardner) ",,,,,,,
http://americanart.si.edu/saam/Person_4426,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4426,,http://dbpedia.org/resource/Alan_Stroud,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85333335|0.99997610== Alan J. Shields | Alan J Stroud) ",,,,,,,
http://americanart.si.edu/saam/Person_18480,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18480,,http://dbpedia.org/resource/Alvin_Goldfarb,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89999998|0.99997610== Alan Goldfarb | Alvin Goldfarb) ",,,,,,,
http://americanart.si.edu/saam/Person_18257,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18257,,http://dbpedia.org/resource/Arabella_Edge,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89130437|0.99997610== Arabella Ark | Arabella Edge) ",,,,,,,
http://americanart.si.edu/saam/Person_1256,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1256,,http://dbpedia.org/resource/Anson_Chi,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Anson Dickinson | Anson Chi) ",,,,,,,
http://americanart.si.edu/saam/Person_18641,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18641,,http://dbpedia.org/resource/James_C._Anthony,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87000000|0.99997610== Anthony A. Corradetti | Anthony) ",,,,,,,
http://americanart.si.edu/saam/Person_41,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_41,,http://dbpedia.org/resource/Ajay_(actor),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Abe Ajay | Ajay) ",,,,,,,
http://americanart.si.edu/saam/Person_2511,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2511,,http://dbpedia.org/resource/Arthur_Johnson_(rugby_league),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Arthur Josephson | Arthur Johnson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89090908|0.99997610== Arthur Josephson | Arthur Joseph Curry) "," [0.00172301]	(0.00000000|0.03772000== 1990 | ----) 	(0.00000000|0.04568000== 1925 | ----) 	(0.85714287|0.99997610== Arthur Josephson | Arthur Johnson) ",,,,,
http://americanart.si.edu/saam/Person_7101,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7101,,http://dbpedia.org/resource/James_C._Anthony,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85057473|0.99997610== Anthony C. Paquet | James C. Anthony) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86021507|0.99997610== Anthony C. Paquet | Anthony C. Griffin) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85600001|0.99997610== Anthony C. Paquet | Anthony Cox) ",,,,,
http://americanart.si.edu/saam/Person_1483,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1483,http://dbpedia.org/resource/Aniello_Falcone,http://dbpedia.org/resource/Alex_Falconer,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== A. Falcone | Alex Falconer) ",,,,,,,
http://americanart.si.edu/saam/Person_1720,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1720,,http://dbpedia.org/resource/Albert_Avery,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85057473|0.99997610== Albert E. Gallatin | Albert E. Avery) ",,,,,,,
http://americanart.si.edu/saam/Person_30096,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_30096,,http://dbpedia.org/resource/Alice_(Resident_Evil),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Ogden | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1959 | ----) 	(0.85714287|0.99997610== Alice Ogden | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Ogden | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Ogden | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Ogden | Alice) ",,,
http://americanart.si.edu/saam/Person_1865,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1865,,http://dbpedia.org/resource/Aaron_Zelman,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Aaron Goodelman | Aaron Zelman) ",,,,,,,
http://americanart.si.edu/saam/Person_2330,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2330,,http://dbpedia.org/resource/Alfred_C._Werner,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1838 | ----) 	(0.85057473|0.99997610== Alfred C. Howland | Alfred C. Werner) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87142855|0.99997610== Alfred C. Howland | Alfred Holland) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89655173|0.99997610== Alfred C. Howland | Alfred C. Crowle) ",,,,,
http://americanart.si.edu/saam/Person_7496,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7496,,http://dbpedia.org/resource/Arthur_L._Carter,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85517240|0.99997610== Arthur Carpenter | Arthur L. Carter) ",,,,,,,
http://americanart.si.edu/saam/Person_2084,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2084,,http://dbpedia.org/resource/Alexandria_Brown,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85483873|0.99997610== Alexandria Harris | Alexandria Brown) ",,,,,,,
http://americanart.si.edu/saam/Person_1367,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1367,,http://dbpedia.org/resource/Arthur_Duncan,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Arthur Durston | Arthur Duncan) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Arthur Durston | Arthur Gorson) ",,,,,,
http://americanart.si.edu/saam/Person_4610,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4610,,http://dbpedia.org/resource/Alexander_R._Galloway,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85470086|0.99997610== Alexander R. Stavenitz | Alexander R. Galloway) ",,,,,,,
http://americanart.si.edu/saam/Person_5330,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5330,,http://dbpedia.org/resource/Art_Westerberg,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Art Werger | Art Westerberg) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86842108|0.99997610== Art Werger | Art Webster) ",,,,,,
http://americanart.si.edu/saam/Person_2611,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2611,,http://dbpedia.org/resource/Arthur_Terdich,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Arthur T. Kerrick | Arthur Terdich) ",,,,,,,
http://americanart.si.edu/saam/Person_2219,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2219,,http://dbpedia.org/resource/Arthur_Hull_(footballer),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85517240|0.99997610== Arthur Turnbull Hill | Arthur Hull) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85517240|0.99997610== Arthur Turnbull Hill | Arthur Hull) ",,,," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86111110|0.99997610== Anne L. Smith | Alfred L. Smith) ",,
http://americanart.si.edu/saam/Person_1228,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1228,,http://dbpedia.org/resource/Arthur_Demarest,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Arthur Deshaies | Arthur Demarest) ",,,,,,,
http://americanart.si.edu/saam/Person_2493,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2493,,http://dbpedia.org/resource/Alf_Blair,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== D. Blair | Alf Blair) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Amy Jones | Andy Jones) ",,,,,,
http://americanart.si.edu/saam/Person_1734,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1734,,http://dbpedia.org/resource/Adelaide_of_Aquitaine,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1898 | ----) 	(0.88888890|0.99997610== Adelaide Morris | Adelaide) ",,,,,,,
http://americanart.si.edu/saam/Person_582,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_582,,http://dbpedia.org/resource/Ann_Blackman,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Ann Brockman | Ann Blackman) ",,,,,,,
http://americanart.si.edu/saam/Person_3917,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3917,,http://dbpedia.org/resource/Andr%C3%A9_(singer),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1916 | ----) 	(0.87179488|0.99997610== Andre Racz | Andre) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Andre Racz | Andy Racz) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87179488|0.99997610== Andre Racz | Andre) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Andre Racz | Andre Raphel) ",,,,
http://americanart.si.edu/saam/Person_2468,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2468,,http://dbpedia.org/resource/Allen_F._Johnson,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88095236|0.99997610== Avery F. Johnson | Allen F. Johnson) ",,,,,,,
http://americanart.si.edu/saam/Person_461,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_461,,http://dbpedia.org/resource/Andrea_(The_Walking_Dead),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Andrea Blum | Andrea) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Andrea Blum | Andrea Blanch) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Andrea Blum | Andrea Suma) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Andrea Blum | Andrea Beck) ",,,,
http://americanart.si.edu/saam/Person_2375,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2375,,http://dbpedia.org/resource/Alfred_(bishop),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== 1954 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87500000|0.99997610== Alfred Hutty | Alfred) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85057473|0.99997610== Alfred Heber Hutty | Alfred H. Hall) ",,,,,,
http://americanart.si.edu/saam/Person_5261,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5261,,http://dbpedia.org/resource/A._J._Holloway,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86466169|0.99997610== A. J. H. Way | A.J. Holloway) ",,,,,,,
http://americanart.si.edu/saam/Person_2852,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2852,,http://dbpedia.org/resource/Albert_Charles_Bartlett,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86821705|0.99997610== Charles Albert Lebourg | Albert Charles Bartlett) ",,,,,,,
http://americanart.si.edu/saam/Person_2850,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2850,,http://dbpedia.org/resource/Andr%C3%A9_Beauneveu,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87692308|0.99997610== Andr? Le Beau | Andr? Beauneveu) ",,,,,,,
http://americanart.si.edu/saam/Person_2440,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2440,,http://dbpedia.org/resource/Allan_Jones_(editor),0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Allan Janus | Allan Jones) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88095236|0.99997610== Allan Janus | Allan Jacobs) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Allan Janus | Allan Jackson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Allan Janus | Allan Wu) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Allan Janus | Allan Jones) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Anderson Johnson | Ariyan A. Johnson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Anderson Johnson | Albert Johnson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88461542|0.99997610== Anderson Johnson | Alan Johnson) "
http://americanart.si.edu/saam/Person_3316,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3316,,http://dbpedia.org/resource/Alan_Millar,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85263157|0.99997610== A. T. Millar | Alan Millar) ",,,,,,,
http://americanart.si.edu/saam/Person_5247,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5247,,http://dbpedia.org/resource/Adam_Wasserman,0.00172301, not same," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Albert Wasserman | Adam Wasserman) ",,,,,,,
http://americanart.si.edu/saam/Person_2330,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2330,http://dbpedia.org/resource/alfred_Cornelius_Howland,,,same,,,,,,,,
http://americanart.si.edu/saam/Person_27631,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_27631,http://dbpedia.org/resource/alfred_Julio_Jensen,,,same,,,,,,,,
http://americanart.si.edu/saam/Person_30258,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_30258,http://dbpedia.org/resource/antonio_Martorell,,,same,,,,,,,,
http://americanart.si.edu/saam/Person_2927,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2927,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4012,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4012,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_739,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_739,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3296,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3296,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4807,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4807,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4905,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4905,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5544,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5544,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3027,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3027,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3165,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3165,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4910,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4910,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2934,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2934,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2184,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2184,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_433,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_433,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3567,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3567,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3957,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3957,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3562,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3562,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5630,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5630,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5535,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5535,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_335,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_335,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4144,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4144,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_309,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_309,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_122,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_122,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_125,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_125,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_448,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_448,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_6396,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6396,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3674,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3674,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4177,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4177,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_455,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_455,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2165,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2165,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_848,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_848,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_451,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_451,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2020,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2020,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4055,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4055,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_28072,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_28072,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5142,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5142,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5302,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5302,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4255,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4255,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_27478,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_27478,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_153,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_153,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_5908,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5908,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3260,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3260,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_4105,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4105,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_958,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_958,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3775,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3775,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2701,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2701,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_6159,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6159,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_3174,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3174,,,,,,,,,,,,
http://americanart.si.edu/saam/Person_2709,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2709,,,,,,,,,,,,
